holder_name,holder_ticker,held_name,held_ticker,cusip,shares_held,market_value_usd,ownership_pct,report_date,position_type,filing_type,manager_name,contact_email
Capital Group,CGBL,Salesforce Inc,CRM,79466L302,23004265,3633973336.66,0.9275,2025-03-31,Unchanged,13F-HR,Steven Thompson,steven.thompson@capitalgro.com
BlackRock Inc,BLK,Adobe Inc,ADBE,00724F101,44601990,35031805006.57,1.7301,2024-09-30,Decreased,13F-HR,David Brown,david.brown@blackrocki.com
Two Sigma Investments,TWSM,Exxon Mobil,XOM,30231G102,46855676,35514469769.69,0.6577,2025-03-31,Unchanged,13F-HR,Jennifer Williams,jennifer.williams@twosigmain.com
State Street Corp,STT,Visa Inc,V,92826C839,13412522,10096896421.35,0.3504,2024-03-31,New,13F-NT,David Martin,david.martin@statestree.com
Goldman Sachs AM,GS,Walt Disney Co,DIS,254687106,40433853,19115187101.36,2.3205,2024-12-31,Unchanged,13F-HR,Michael Smith,michael.smith@goldmansac.com
State Street Corp,STT,Visa Inc,V,92826C839,32767644,21469731495.67,0.4470,2025-03-31,New,13F-HR,Thomas Smith,thomas.smith@statestree.com
AQR Capital Management,AQRC,UnitedHealth Group,UNH,91324P102,30981171,1318656531.36,3.2687,2024-06-30,New,13F-HR,Robert Brown,robert.brown@aqrcapital.com
State Street Corp,STT,Berkshire Hathaway,BRK.B,084670702,42703207,7537951486.03,0.9433,2025-06-30,Increased,13F-HR,William Taylor,william.taylor@statestree.com
Baupost Group,BPST,Chevron Corp,CVX,166764100,25520792,802888735.55,0.5431,2024-09-30,Unchanged,13F-HR,Margaret Smith,margaret.smith@baupostgro.com
JP Morgan Asset Mgmt,JPM,Procter & Gamble,PG,742718109,45923560,32214920822.38,0.5764,2024-03-31,Unchanged,13F-HR,Nancy Garcia,nancy.garcia@jpmorganas.com
Wellington Management,WMGI,Pfizer Inc,PFE,717081103,24244682,5244750119.70,0.4142,2024-06-30,Unchanged,13F-HR,Karen Lopez,karen.lopez@wellington.com
Appaloosa Management,APLS,Adobe Inc,ADBE,00724F101,9248138,2343542799.58,0.3278,2024-06-30,New,13F-HR,Dorothy Moore,dorothy.moore@appaloosam.com
Morgan Stanley IM,MS,Procter & Gamble,PG,742718109,30041202,23091562138.79,0.6264,2025-12-31,Unchanged,13F-HR,Robert Martinez,robert.martinez@morganstan.com
Two Sigma Investments,TWSM,UnitedHealth Group,UNH,91324P102,25115919,5488652320.70,2.9068,2024-09-30,Unchanged,13F-NT,Michael Martinez,michael.martinez@twosigmain.com
Wellington Management,WMGI,Adobe Inc,ADBE,00724F101,16673974,10756700020.55,0.2512,2025-03-31,Unchanged,13F-HR,Margaret Hernandez,margaret.hernandez@wellington.com
Appaloosa Management,APLS,Intel Corp,INTC,458140100,39181519,26716219671.31,4.1342,2024-09-30,Increased,13F-NT,Sarah Thompson,sarah.thompson@appaloosam.com
Point72 Asset Mgmt,PT72,Apple Inc,AAPL,037833100,32025429,8124729769.73,0.8451,2025-12-31,Increased,13F-HR,Elizabeth Lopez,elizabeth.lopez@point72ass.com
Citadel Advisors,CDLC,JPMorgan Chase,JPM,46625H100,3097047,2006751218.41,0.0700,2025-06-30,Decreased,13F-HR,Daniel Lopez,daniel.lopez@citadeladv.com
JP Morgan Asset Mgmt,JPM,Cisco Systems,CSCO,17275R102,18625711,2239254678.51,0.5870,2025-06-30,Decreased,13F-HR,Michael Thompson,michael.thompson@jpmorganas.com
Goldman Sachs AM,GS,Adobe Inc,ADBE,00724F101,27723194,17524883218.30,0.4276,2024-03-31,Decreased,13F-NT,Margaret Jones,margaret.jones@goldmansac.com
Vanguard Group,VGI,Amazon.com Inc,AMZN,023135106,7585722,2231141684.82,0.1120,2025-12-31,Decreased,13F-NT,Sarah Martinez,sarah.martinez@vanguardgr.com
Capital Group,CGBL,Pfizer Inc,PFE,717081103,34780472,3534733854.08,4.6772,2024-03-31,Increased,13F-HR,Margaret Johnson,margaret.johnson@capitalgro.com
Two Sigma Investments,TWSM,Adobe Inc,ADBE,00724F101,31059925,17503302624.62,0.4260,2025-06-30,Unchanged,13F-HR,Elizabeth Taylor,elizabeth.taylor@twosigmain.com
Appaloosa Management,APLS,Johnson & Johnson,JNJ,478160104,28676663,589006648.86,0.4715,2025-09-30,Unchanged,13F-HR,Robert Miller,robert.miller@appaloosam.com
Citadel Advisors,CDLC,Procter & Gamble,PG,742718109,9808295,2644974008.26,0.2556,2024-12-31,Unchanged,13F-HR,,
Point72 Asset Mgmt,PT72,Exxon Mobil,XOM,30231G102,22559292,11381469383.28,0.3175,2025-03-31,Unchanged,13F-HR,Steven Hernandez,steven.hernandez@point72ass.com
State Street Corp,STT,JPMorgan Chase,JPM,46625H100,43874096,1643863024.20,1.1518,2025-09-30,Increased,13F-HR,David Martinez,david.martinez@statestree.com
Millennium Management,MLNM,Johnson & Johnson,JNJ,478160104,44141774,31061062532.43,3.4540,2024-09-30,Increased,13F-HR,David Martin,david.martin@millennium.com
Morgan Stanley IM,MS,Amazon.com Inc,AMZN,023135106,34718319,9898563978.85,0.9148,2025-03-31,Unchanged,13F-HR,Steven Taylor,steven.taylor@morganstan.com
AQR Capital Management,AQRC,Johnson & Johnson,JNJ,478160104,7224007,2572639813.36,0.1684,2024-03-31,Decreased,13F-HR,Thomas Thomas,thomas.thomas@aqrcapital.com
Two Sigma Investments,TWSM,Salesforce Inc,CRM,79466L302,27919728,18493269487.64,1.3171,2024-03-31,Decreased,13F-NT,Jennifer Martin,jennifer.martin@twosigmain.com
Goldman Sachs AM,GS,Johnson & Johnson,JNJ,478160104,9738988,2434151510.06,0.2773,2025-12-31,Unchanged,13F-HR,David Hernandez,david.hernandez@goldmansac.com
Bridgewater Associates,BWTR,Netflix Inc,NFLX,64110L106,36083978,7685972369.21,0.5423,2025-03-31,Unchanged,13F-HR,Daniel Smith,daniel.smith@bridgewate.com
AQR Capital Management,AQRC,Pfizer Inc,PFE,717081103,955832,348290548.81,0.0123,2025-03-31,Decreased,13F-HR,Patricia Hernandez,patricia.hernandez@aqrcapital.com
Renaissance Technologies,RNTC,Microsoft Corp,MSFT,594918104,41033700,24632524338.96,1.4828,2025-03-31,Unchanged,13F-HR,James Davis,james.davis@renaissanc.com
Capital Group,CGBL,Walt Disney Co,DIS,254687106,22205671,17560399756.97,0.3978,2025-09-30,New,13F-HR,Margaret Davis,margaret.davis@capitalgro.com
Morgan Stanley IM,MS,Cisco Systems,CSCO,17275R102,7557407,5848961488.76,0.2273,2024-06-30,New,13F-HR,Mark Taylor,mark.taylor@morganstan.com
Goldman Sachs AM,GS,Home Depot,HD,437076102,9623530,5888069398.71,0.2095,2025-12-31,Unchanged,13F-HR,Robert Jones,robert.jones@goldmansac.com
BlackRock Inc,BLK,Cisco Systems,CSCO,17275R102,49568207,2286470746.19,2.1964,2025-03-31,Increased,13F-NT,Daniel Taylor,daniel.taylor@blackrocki.com
Appaloosa Management,APLS,UnitedHealth Group,UNH,91324P102,33407883,24454791933.73,2.9971,2024-12-31,Unchanged,13F-HR,Steven Rodriguez,steven.rodriguez@appaloosam.com
Morgan Stanley IM,MS,UnitedHealth Group,UNH,91324P102,6757799,3010490038.85,0.5699,2024-03-31,Increased,13F-NT,James Brown,james.brown@morganstan.com
State Street Corp,STT,Johnson & Johnson,JNJ,478160104,6150709,3791269037.15,0.1826,2025-09-30,Unchanged,13F-NT,Sarah Jackson,sarah.jackson@statestree.com
Baupost Group,BPST,Exxon Mobil,XOM,30231G102,44609374,20018378776.05,1.4800,2024-12-31,Increased,13F-HR,Steven Thomas,steven.thomas@baupostgro.com
Citadel Advisors,CDLC,Walt Disney Co,DIS,254687106,2388004,1770249685.97,0.3959,2024-12-31,Increased,13F-HR,Lisa Rodriguez,lisa.rodriguez@citadeladv.com
Baupost Group,BPST,Meta Platforms,META,30303M102,11998207,7111540423.53,0.5942,2024-09-30,Increased,13F-NT,Robert Thomas,robert.thomas@baupostgro.com
Renaissance Technologies,RNTC,Walt Disney Co,DIS,254687106,23902717,16755814110.86,0.6032,2024-03-31,Increased,13F-HR,James Moore,james.moore@renaissanc.com
Baupost Group,BPST,Coca-Cola Co,KO,191216100,8397894,6679729323.52,0.2505,2025-12-31,Decreased,13F-HR,David Brown,david.brown@baupostgro.com
Morgan Stanley IM,MS,Procter & Gamble,PG,742718109,3307353,1739419506.27,0.0417,2024-06-30,Decreased,13F-HR,Mark Miller,mark.miller@morganstan.com
Citadel Advisors,CDLC,Coca-Cola Co,KO,191216100,27255641,18450120654.74,1.0408,2025-12-31,Increased,13F-NT,Susan Jones,susan.jones@citadeladv.com
T. Rowe Price,TROW,Cisco Systems,CSCO,17275R102,48972606,2578949336.98,1.3726,2025-09-30,Unchanged,13F-HR,Karen Johnson,karen.johnson@troweprice.com
BlackRock Inc,BLK,Chevron Corp,CVX,166764100,13483525,5429515710.72,0.3011,2025-03-31,Increased,13F-HR,Elizabeth White,elizabeth.white@blackrocki.com
JP Morgan Asset Mgmt,JPM,Tesla Inc,TSLA,88160R101,26376837,4963060728.21,0.4699,2024-06-30,Unchanged,13F-HR,William Brown,william.brown@jpmorganas.com
BlackRock Inc,BLK,Home Depot,HD,437076102,21431605,8157749654.22,0.4185,2024-03-31,New,13F-NT,Michael Garcia,michael.garcia@blackrocki.com
T. Rowe Price,TROW,NVIDIA Corp,NVDA,67066G104,10977812,6535635146.60,0.2879,2025-06-30,Unchanged,13F-HR,Patricia White,patricia.white@troweprice.com
JP Morgan Asset Mgmt,JPM,Adobe Inc,ADBE,00724F101,18426588,5431719967.96,0.3973,2025-12-31,Increased,13F-HR,Margaret Johnson,margaret.johnson@jpmorganas.com
DE Shaw & Co,DSHW,Alphabet Inc,GOOGL,02079K305,15913372,2850923466.84,0.5395,2024-06-30,Increased,13F-HR,Mark Williams,mark.williams@deshaw&co.com
JP Morgan Asset Mgmt,JPM,JPMorgan Chase,JPM,46625H100,41173274,11447917407.53,2.6154,2024-06-30,New,13F-HR,Thomas Brown,thomas.brown@jpmorganas.com
Appaloosa Management,APLS,Adobe Inc,ADBE,00724F101,8644453,6747553963.78,0.3944,2024-06-30,Decreased,13F-HR,William Thompson,william.thompson@appaloosam.com
Two Sigma Investments,TWSM,Salesforce Inc,CRM,79466L302,25110433,18915590887.68,0.4346,2025-06-30,Increased,13F-HR,David Martin,david.martin@twosigmain.com
JP Morgan Asset Mgmt,JPM,Walt Disney Co,DIS,254687106,45195556,3003907333.69,0.5758,2025-06-30,Unchanged,13F-HR,Robert Moore,robert.moore@jpmorganas.com
Capital Group,CGBL,Microsoft Corp,MSFT,594918104,2474308,330053003.21,0.0501,2025-06-30,Decreased,13F-HR,Susan Lopez,susan.lopez@capitalgro.com
JP Morgan Asset Mgmt,JPM,Exxon Mobil,XOM,30231G102,pending,19515536400.88,0.7667,2025-12-31,Decreased,13F-HR,Margaret Garcia,margaret.garcia@jpmorganas.com
Appaloosa Management,APLS,Microsoft Corp,MSFT,594918104,43870180,29488377150.70,0.8770,2024-06-30,Unchanged,13F-HR,David Hernandez,david.hernandez@appaloosam.com
JP Morgan Asset Mgmt,JPM,Exxon Mobil,XOM,30231G102,48657897,13039276215.29,1.6534,2024-12-31,Decreased,13F-HR,Richard Anderson,richard.anderson@jpmorganas.com
BlackRock Inc,BLK,Adobe Inc,ADBE,00724F101,10299802,7701152830.89,0.4851,2024-06-30,Increased,13F-HR,Steven Rodriguez,steven.rodriguez@blackrocki.com
Baupost Group,BPST,Coca-Cola Co,KO,191216100,42904449,15570483830.82,2.2468,2024-12-31,New,13F-HR,James Davis,james.davis@baupostgro.com
Wellington Management,WMGI,Pfizer Inc,PFE,717081103,25707515,18156957417.56,0.3454,2025-06-30,Unchanged,13F-HR,Mark Brown,mark.brown@wellington.com
Point72 Asset Mgmt,PT72,Johnson & Johnson,JNJ,478160104,34339030,24430034416.17,1.5037,2024-06-30,New,13F-HR,James Davis,james.davis@point72ass.com
Goldman Sachs AM,GS,Salesforce Inc,CRM,79466L302,12734134,5531337892.63,0.1745,2025-09-30,Unchanged,13F-NT,Daniel Thompson,daniel.thompson@goldmansac.com
Point72 Asset Mgmt,PT72,Apple Inc,AAPL,037833100,38907263,17279683753.98,0.5073,2025-06-30,Unchanged,13F-NT,David Jackson,david.jackson@point72ass.com
JP Morgan Asset Mgmt,JPM,Pfizer Inc,PFE,717081103,153068,16872302.30,0.0026,2024-06-30,Unchanged,13F-HR,Richard Smith,richard.smith@jpmorganas.com
Vanguard Group,VGI,Apple Inc,AAPL,037833100,5429984,245661422.14,0.1027,2025-06-30,Decreased,13F-HR,Elizabeth Thompson,elizabeth.thompson@vanguardgr.com
Millennium Management,MLNM,Visa Inc,V,92826C839,17268909,1571463230.97,0.3668,2025-09-30,Decreased,13F-HR,Margaret Garcia,margaret.garcia@millennium.com
Appaloosa Management,APLS,Exxon Mobil,XOM,30231G102,21873588,9921024216.35,1.2366,2025-09-30,Increased,13F-HR,Richard White,richard.white@appaloosam.com
Millennium Management,MLNM,NVIDIA Corp,NVDA,67066G104,29990788,23944339609.16,1.8003,2024-06-30,Decreased,13F-HR,Karen White,karen.white@millennium.com
Baupost Group,BPST,Johnson & Johnson,JNJ,478160104,30533213,5926608536.89,0.4800,2025-03-31,New,13F-HR,Jennifer Rodriguez,jennifer.rodriguez@baupostgro.com
Bridgewater Associates,BWTR,Pfizer Inc,PFE,717081103,18282900,14529166642.82,0.2535,2025-09-30,Unchanged,13F-HR,Steven Martinez,steven.martinez@bridgewate.com
JP Morgan Asset Mgmt,JPM,Amazon.com Inc,AMZN,023135106,9406122,5708646968.84,0.1284,2024-06-30,Unchanged,13F-HR,Daniel Taylor,daniel.taylor@jpmorganas.com
Renaissance Technologies,RNTC,Johnson & Johnson,JNJ,478160104,2223136,1104119521.80,0.0396,2024-03-31,Unchanged,13F-HR,Lisa Miller,lisa.miller@renaissanc.com
Bridgewater Associates,BWTR,Apple Inc,AAPL,037833100,18547238,10762900473.23,0.5280,2024-06-30,Increased,13F-HR,Lisa Smith,lisa.smith@bridgewate.com
Morgan Stanley IM,MS,Intel Corp,INTC,458140100,16899341,8777636528.13,0.8837,2025-03-31,New,13F-HR,Patricia Taylor,patricia.taylor@morganstan.com
JP Morgan Asset Mgmt,JPM,Microsoft Corp,MSFT,594918104,43053229,14069175032.87,0.8026,2025-06-30,Increased,13F-HR,Karen Taylor,karen.taylor@jpmorganas.com
Capital Group,CGBL,Intel Corp,INTC,458140100,32116403,24835854565.05,0.6560,2024-09-30,New,13F-HR,Richard Hernandez,richard.hernandez@capitalgro.com
BlackRock Inc,BLK,Apple Inc,AAPL,037833100,6202097,312776134.35,0.3757,2025-03-31,Increased,13F-HR,Dorothy Brown,dorothy.brown@blackrocki.com
T. Rowe Price,TROW,Pfizer Inc,PFE,717081103,23821900,15301026444.48,1.2143,2024-12-31,Unchanged,13F-HR,Dorothy Rodriguez,dorothy.rodriguez@troweprice.com
BlackRock Inc,BLK,Amazon.com Inc,AMZN,023135106,12025121,6133563827.81,0.5066,2024-03-31,New,13F-NT,Karen Thompson,karen.thompson@blackrocki.com
DE Shaw & Co,DSHW,Apple Inc,AAPL,037833100,27523199,19247735939.16,0.5899,2024-09-30,Decreased,13F-HR,Michael Martin,michael.martin@deshaw&co.com
Morgan Stanley IM,MS,NVIDIA Corp,NVDA,67066G104,33960677,10256368390.08,0.5856,2025-12-31,New,13F-NT,Michael Rodriguez,michael.rodriguez@morganstan.com
Capital Group,CGBL,Intel Corp,INTC,458140100,33037945,13062243103.83,0.8739,2025-03-31,Unchanged,13F-HR,William Jackson,william.jackson@capitalgro.com
Point72 Asset Mgmt,PT72,Visa Inc,V,92826C839,49357707,21833356823.47,1.1429,2025-12-31,Increased,13F-HR,Sarah Thompson,sarah.thompson@point72ass.com
JP Morgan Asset Mgmt,JPM,NVIDIA Corp,NVDA,67066G104,pending,21919575738.49,1.7851,2024-03-31,New,13F-HR,Lisa Smith,lisa.smith@jpmorganas.com
Capital Group,CGBL,Amazon.com Inc,AMZN,023135106,28932545,10707879009.04,0.4031,2024-09-30,New,13F-HR,Mark Brown,mark.brown@capitalgro.com
Fidelity Investments,FNF,Intel Corp,INTC,458140100,26174599,17157683652.11,1.0546,2024-09-30,Decreased,13F-HR,Thomas Smith,thomas.smith@fidelityin.com
JP Morgan Asset Mgmt,JPM,Bank of America,BAC,060505104,15851651,10987933726.80,2.6717,2024-12-31,Decreased,13F-HR,Michael Rodriguez,michael.rodriguez@jpmorganas.com
Citadel Advisors,CDLC,Cisco Systems,CSCO,17275R102,4906216,2435897949.03,0.1216,2025-06-30,Increased,13F-HR,Margaret Rodriguez,margaret.rodriguez@citadeladv.com
Wellington Management,WMGI,UnitedHealth Group,UNH,91324P102,6092419,4335313566.12,0.1787,2024-03-31,Increased,13F-HR,Jennifer Anderson,jennifer.anderson@wellington.com
Fidelity Investments,FNF,Intel Corp,INTC,458140100,1748769,848830195.93,0.0663,2024-06-30,Increased,13F-HR,William Brown,william.brown@fidelityin.com
Point72 Asset Mgmt,PT72,Amazon.com Inc,AMZN,023135106,19043030,9319763440.57,0.6888,2025-09-30,Decreased,13F-NT,David Thompson,david.thompson@point72ass.com
Morgan Stanley IM,MS,UnitedHealth Group,UNH,91324P102,39177971,25021384193.67,1.2957,2024-06-30,Increased,13F-HR,Sarah Miller,sarah.miller@morganstan.com
T. Rowe Price,TROW,Walt Disney Co,DIS,254687106,23142461,12338571499.73,0.3159,2025-06-30,Increased,13F-HR,Karen Moore,karen.moore@troweprice.com
Capital Group,CGBL,Cisco Systems,CSCO,17275R102,22738727,12677628098.30,0.6243,2025-12-31,Increased,13F-NT,Robert Jones,robert.jones@capitalgro.com
Renaissance Technologies,RNTC,Walt Disney Co,DIS,254687106,11163580,6896344945.98,0.4079,2025-03-31,Decreased,13F-HR,Michael Smith,michael.smith@renaissanc.com
Renaissance Technologies,RNTC,Visa Inc,V,92826C839,7160511,654369988.40,0.1574,2025-06-30,Decreased,13F-HR,Steven Taylor,steven.taylor@renaissanc.com
Morgan Stanley IM,MS,Pfizer Inc,PFE,717081103,29675163,15645571638.59,0.5497,2025-03-31,Unchanged,13F-HR,David White,david.white@morganstan.com
DE Shaw & Co,DSHW,Tesla Inc,TSLA,88160R101,46396264,11810883274.17,3.9625,2024-09-30,Increased,13F-NT,Patricia Hernandez,patricia.hernandez@deshaw&co.com
Fidelity Investments,FNF,Pfizer Inc,PFE,717081103,40879419,7186786683.99,0.6900,2024-12-31,Decreased,13F-HR,Nancy Miller,nancy.miller@fidelityin.com
Capital Group,CGBL,Exxon Mobil,XOM,30231G102,27263247,886263716.90,2.0270,2025-09-30,Unchanged,13F-HR,Michael Taylor,michael.taylor@capitalgro.com
Renaissance Technologies,RNTC,Berkshire Hathaway,BRK.B,084670702,28926242,1141585811.17,0.4492,2025-06-30,Increased,13F-HR,Sarah Anderson,sarah.anderson@renaissanc.com
Vanguard Group,VGI,Exxon Mobil,XOM,30231G102,20192369,12483780106.46,0.4745,2024-12-31,Decreased,13F-HR,Steven Martin,steven.martin@vanguardgr.com
State Street Corp,STT,Berkshire Hathaway,BRK.B,084670702,15029619,9407807999.08,0.1923,2099-13-45,Decreased,13F-HR,Dorothy Martin,dorothy.martin@statestree.com
Capital Group,CGBL,Walt Disney Co,DIS,254687106,12932827,476280953.01,0.2629,2025-03-31,Decreased,13F-HR,Lisa Moore,lisa.moore@capitalgro.com
Wellington Management,WMGI,Meta Platforms,META,30303M102,33203623,7441835077.27,1.8162,2099-13-45,Increased,13F-HR,Thomas Garcia,thomas.garcia@wellington.com
Vanguard Group,VGI,Amazon.com Inc,AMZN,023135106,13367870,7367010406.99,1.6891,2025-06-30,Unchanged,13F-HR,Lisa Williams,lisa.williams@vanguardgr.com
Appaloosa Management,APLS,Coca-Cola Co,KO,191216100,28338155,16501802811.96,0.9950,2024-06-30,Increased,13F-HR,William Moore,william.moore@appaloosam.com
Point72 Asset Mgmt,PT72,Walt Disney Co,DIS,254687106,532006,135761187.45,0.0178,2025-06-30,Unchanged,13F-HR,James Jackson,james.jackson@point72ass.com
Morgan Stanley IM,MS,Microsoft Corp,MSFT,594918104,8737672,3716573938.14,0.1335,2025-03-31,Increased,13F-HR,Robert Taylor,robert.taylor@morganstan.com
Appaloosa Management,APLS,Microsoft Corp,MSFT,594918104,14527787,10798349341.65,0.5094,2024-03-31,Increased,13F-HR,James Garcia,james.garcia@appaloosam.com
Two Sigma Investments,TWSM,Amazon.com Inc,AMZN,023135106,47286474,33832874627.12,0.8724,2024-06-30,Decreased,13F-HR,Robert Taylor,robert.taylor@twosigmain.com
DE Shaw & Co,DSHW,Coca-Cola Co,KO,191216100,39505253,31297024689.67,0.6469,2025-03-31,Unchanged,13F-HR,Dorothy Johnson,dorothy.johnson@deshaw&co.com
Capital Group,CGBL,Exxon Mobil,XOM,30231G102,47805812,17063257662.80,2.0038,2024-03-31,Decreased,13F-HR,Daniel Anderson,daniel.anderson@capitalgro.com
Two Sigma Investments,TWSM,Bank of America,BAC,060505104,47193793,4155657524.42,2.2982,2024-12-31,Decreased,13F-NT,Jennifer Smith,jennifer.smith@twosigmain.com
Capital Group,CGBL,Netflix Inc,NFLX,64110L106,30491783,22288800303.92,2.4378,2025-09-30,Unchanged,13F-NT,Dorothy Davis,dorothy.davis@capitalgro.com
Capital Group,CGBL,Pfizer Inc,PFE,717081103,25606616,9048606927.85,0.4970,2024-03-31,Unchanged,13F-HR,Elizabeth Lopez,elizabeth.lopez@capitalgro.com
Point72 Asset Mgmt,PT72,Procter & Gamble,PG,742718109,9701016,2364656974.70,0.2665,2024-12-31,Increased,13F-HR,Daniel Rodriguez,daniel.rodriguez@point72ass.com
State Street Corp,STT,Amazon.com Inc,AMZN,023135106,8159759,5592401993.36,0.1697,2024-09-30,Decreased,13F-HR,Lisa Williams,lisa.williams@statestree.com
JP Morgan Asset Mgmt,JPM,UnitedHealth Group,UNH,91324P102,19478375,4202741008.36,0.4824,2025-03-31,Unchanged,13F-HR,Susan Hernandez,susan.hernandez@jpmorganas.com
Capital Group,CGBL,Salesforce Inc,CRM,79466L302,11295868,806706738.84,0.9296,2024-03-31,New,13F-HR,Karen Jones,karen.jones@capitalgro.com
Renaissance Technologies,RNTC,Amazon.com Inc,AMZN,023135106,16548964,9535921079.60,1.9416,2025-03-31,Increased,13F-HR,Richard Thomas,richard.thomas@renaissanc.com
State Street Corp,STT,Microsoft Corp,MSFT,594918104,19430497,15320418105.20,0.4656,2024-12-31,Decreased,13F-HR,David Thomas,david.thomas@statestree.com
Citadel Advisors,CDLC,Amazon.com Inc,AMZN,023135106,18202285,11431040274.66,0.3088,2024-12-31,Unchanged,13F-HR,Margaret Thomas,margaret.thomas@citadeladv.com
Appaloosa Management,APLS,Intel Corp,INTC,458140100,22334769,15032937837.20,0.3629,2024-03-31,Increased,13F-HR,Sarah White,sarah.white@appaloosam.com
AQR Capital Management,AQRC,Salesforce Inc,CRM,79466L302,7645025,5439948941.42,0.3456,2025-06-30,Unchanged,13F-HR,Susan Smith,susan.smith@aqrcapital.com
Two Sigma Investments,TWSM,JPMorgan Chase,JPM,46625H100,30747931,17139318895.86,0.5262,2025-06-30,Unchanged,13F-HR,Nancy White,nancy.white@twosigmain.com
T. Rowe Price,TROW,JPMorgan Chase,JPM,46625H100,10360023,2686348683.63,0.1583,2024-06-30,Unchanged,13F-HR,Sarah Johnson,sarah.johnson@troweprice.com
Citadel Advisors,CDLC,Walt Disney Co,DIS,254687106,38176683,3921264305.71,1.1789,2024-12-31,Increased,13F-HR,Lisa Thomas,lisa.thomas@citadeladv.com
Morgan Stanley IM,MS,Procter & Gamble,PG,742718109,28805241,3315843174.54,2.5246,2025-09-30,Decreased,13F-HR,Margaret Martin,margaret.martin@morganstan.com
Renaissance Technologies,RNTC,Chevron Corp,CVX,166764100,3444527,1463005176.52,0.0930,2024-06-30,Increased,13F-HR,Elizabeth Brown,elizabeth.brown@renaissanc.com
