buyer_name,buyer_ticker,supplier_name,supplier_ticker,relationship_type,supply_concentration_pct,product_category,effective_date,contract_value_usd,supplier_address,contact_email
Ford Motor Co,F,DHL Express,DHL.DE,Logistics Partner,6.8,International Shipping,2022-06-28,9477173.75,"0848 Briggs Pines Suite 562, West Kim, TN 70597",mark.walker@dhlexpress.com
Tesla Inc,TSLA,Accenture plc,ACN,Service Provider,9.81,Consulting,2023-02-05,5108212.6,"Unit 6875 Box 7446, DPO AP 41828",alexander.kennedy@accentureplc.com
Ford Motor Co,F,Workday Inc,WDAY,Service Provider,7.71,HR Software,2023-08-11,2297549.7,"52731 Karen Ferry, South Lance, CA 34399",susan.leblanc@workdayinc.com
Apple Inc,AAPL,Foxconn,2317.TW,Contract Manufacturer,10.42,Device Assembly,2024-12-23,8228418.8,"0506 Michael Spur Apt. 462, Costamouth, MO 83679",cindy.turner@foxconn.com
Tesla Inc,TSLA,Denso Corp,6902.T,Tier 2 Supplier,12.31,Thermal Management,2022-05-19,5949220.66,"39456 Cook Forge, Jacobfurt, ME 39553",zachary.moses@densocorp.com
Lockheed Martin,LMT,IBM Corp,IBM,Service Provider,17.15,Cloud,2023-01-29,9092277.7,"58223 Brittney Hills Suite 605, Weststad, TN 57221",jeffrey.estrada@ibmcorp.com
FactSet Research,FDS,Accenture plc,ACN,Service Provider,2.9,Consulting,2025-07-18,6143792.98,"PSC 8116, Box 5993, APO AP 01838",diana.simon@accentureplc.com
Merck & Co,MRK,Iron Mountain,IRM,Service Provider,4.88,Records Management,2024-08-05,5838402.81,"60368 William Isle, Joseview, IL 64460",nicole.smith@ironmountain.com
AMD Inc,AMD,Lam Research,LRCX,Direct Supplier,18.98,Etch Equipment,2023-06-19,6635664.69,,
Starbucks Corp,SBUX,Iron Mountain,IRM,Service Provider,13.55,Data Storage,2022-08-02,3328965.81,,
Home Depot,HD,SAP SE,SAP,Service Provider,8.09,ERP,2022-12-11,7831135.44,"86482 Adam Pike Apt. 958, Hortonview, CT 75284",chelsea.sosa@sapse.com
Home Depot,HD,Accenture plc,ACN,Service Provider,8.71,IT Services,2024-01-25,9689948.08,"5059 Diana Meadows, Andrewville, AR 49719",andre.sexton@accentureplc.com
Procter & Gamble,PG,Deloitte,DLT,Service Provider,6.98,Audit,2024-05-25,854664.74,"22711 Denise Parkway, North Douglasview, PA 68506",samantha.wilson@deloitte.com
General Motors,GM,Workday Inc,WDAY,Service Provider,5.52,HR Software,2022-04-08,2758396.11,,
Nike Inc,NKE,,,Service Provider,15.44,IT Service Management,2023-05-14,9097560.52,"0113 Daniel Shore, New Edwardfort, FL 35440",danielle.griffith@servicenowin.com
Meta Platforms Inc,META,SAP SE,SAP,Service Provider,14.0,Business Software,2025-06-13,5737046.53,"83387 Spencer Fords, Boydhaven, FL 45786",kimberly.bowman@sapse.com
Ford Motor Co,F,FedEx Corp,FDX,Logistics Partner,10.61,Express Delivery,2025-05-24,5605972.07,,
Chevron Corp,CVX,Schlumberger,SLB,Service Provider,2.63,Reservoir Characterization,2022-02-19,5616809.49,,
Oracle Corp,ORCL,DHL Express,DHL.DE,Logistics Partner,8.48,International Shipping,2022-11-25,7683442.73,,
General Electric,GE,FedEx Corp,FDX,Logistics Partner,18.34,Freight,2024-10-20,8966562.99,,
Merck & Co,MRK,SAP SE,SAP,Service Provider,4.65,Business Software,2022-05-31,3894170.81,"060 Vickie Street, South Amandafort, AS 91812",john.hamilton@sapse.com
Lockheed Martin,LMT,Leidos Holdings,LDOS,Service Provider,2.01,Engineering,2023-02-13,8863614.34,"2649 Hannah Divide Suite 718, East Kimberlyside, DC 52021",scott.wilkerson@leidosholdin.com
Ford Motor Co,F,Magna International,MGA,Contract Manufacturer,1.38,Seating,2024-02-21,4302603.01,"6688 Gomez Well, Lake Julie, KY 66912",jon.watson@magnainterna.com
JPMorgan Chase,JPM,Workday Inc,WDAY,Service Provider,8.85,HR Software,2025-02-15,4850554.18,"792 Roberts Springs, South Jacksontown, CO 23550",luke.moreno@workdayinc.com
AMD Inc,AMD,Entegris Inc,ENTG,Direct Supplier,5.74,Specialty Chemicals,2024-04-12,4911349.58,"42836 Hill Point Apt. 687, West Shellyfurt, WY 69243",barbara.ray@entegrisinc.com
Johnson & Johnson,JNJ,Accenture plc,ACN,Service Provider,9.64,IT Services,2023-04-14,7676672.54,,
Nike Inc,NKE,ServiceNow Inc,NOW,Service Provider,7.01,IT Service Management,2024-05-17,4774798.54,"668 Stacey Drive Apt. 564, Frankview, OK 23054",michelle.cain@servicenowin.com
Starbucks Corp,SBUX,SAP SE,SAP,Service Provider,7.05,ERP,2024-11-05,5028917.18,,
General Electric,GE,Workday Inc,WDAY,Service Provider,15.87,Finance,2024-01-10,2554412.39,"987 Peterson Corner, Meganchester, WI 91981",jeremy.cummings@workdayinc.com
Costco Wholesale,COST,Workday Inc,WDAY,Service Provider,9.99,Finance,2023-11-22,6063496.93,"23708 Miller Creek Apt. 944, Jordanstad, MT 79866",michael.bauer@workdayinc.com
Boeing Co,BA,Deloitte,DLT,Service Provider,7.48,Audit,2025-10-20,5634579.96,"6616 Castro Prairie Suite 093, Villabury, MS 33384",chad.howard@deloitte.com
Chevron Corp,CVX,UPS Inc,UPS,Logistics Partner,,Shipping,2022-01-28,7646285.27,"33297 Marie Ports Apt. 795, New Regina, MA 70693",david.hart@upsinc.com
Boeing Co,BA,Safran SA,SAF.PA,Direct Supplier,4.23,Landing Gear,2024-08-25,6975916.29,"1686 Kathleen Orchard Apt. 769, New Christina, WA 69215",matthew.alvarez@safransa.com
Goldman Sachs,GS,Broadridge Financial,BR,Service Provider,N/A,Trade Processing,2022-02-07,3657846.81,"44270 Christopher Bridge, Robinsonchester, ME 65826",andrew.williams@broadridgefi.com
Alphabet Inc,GOOGL,UPS Inc,UPS,Logistics Partner,13.44,Supply Chain,2024-06-01,1747810.85,"19836 Kristin Mills, Lake Steven, WI 63945",jessica.burns@upsinc.com
Johnson & Johnson,JNJ,Lonza Group,LONN.SW,Contract Manufacturer,18.96,Drug Substance,2024-02-08,5301733.15,"7092 Jimmy Forges, Solisview, FL 89920",alexander.harris@lonzagroup.com
Broadcom Inc,AVGO,Tokyo Electron,8035.T,Direct Supplier,5.39,Coater/Developer,2022-03-20,3842536.9,,paul.williams@tokyoelectro.com
Eli Lilly,LLY,Danaher Corp,DHR,Direct Supplier,14.75,Bioprocessing,2022-03-28,5760979.31,,jennifer.rowe@danahercorp.com
Caterpillar Inc,CAT,IBM Corp,IBM,Service Provider,16.23,Cloud,2023-03-25,4822318.51,,
Eli Lilly,LLY,Workday Inc,WDAY,Service Provider,4.62,HR Software,2024-07-05,789643.56,"Unit 1719 Box 1633, DPO AA 34735",traci.fletcher@workdayinc.com
Goldman Sachs,GS,SAP SE,SAP,Service Provider,18.69,ERP,2022-06-19,3255477.2,,
Meta Platforms Inc,META,FedEx Corp,FDX,Logistics Partner,7.23,Express Delivery,2025-01-24,7639732.25,"6574 Brianna Overpass, Johnsonview, MO 59560",steve.garcia@fedexcorp.com
Netflix Inc,NFLX,Initech Solutions,INIT,Logistics Partner,3.38,International Shipping,2025-03-10,9404642.47,,anne.lane@dhlexpress.com
Oracle Corp,ORCL,IBM Corp,IBM,Service Provider,10.33,IT Infrastructure,2022-02-14,4166764.03,"8952 Henry Bridge Suite 064, Mooreview, PW 45411",angela.valenzuela@ibmcorp.com
Qualcomm Inc,QCOM,Samsung Electronics,005930.KS,Contract Manufacturer,10.74,Foundry Services,2023-11-01,3260661.78,"911 Johnson Squares Apt. 016, South Alan, NY 04786",john.williams@samsungelect.com
Johnson & Johnson,JNJ,Danaher Corp,DHR,Direct Supplier,15.25,Diagnostics,2025-03-07,372233.97,"230 Hughes Way, North Larryton, TX 78395",morgan.collins@danahercorp.com
JPMorgan Chase,JPM,ServiceNow Inc,NOW,Service Provider,1.33,IT Service Management,2025-10-16,8375876.65,"545 Mitchell Neck Suite 060, Joanside, VA 67022",james.white@servicenowin.com
Walt Disney Co,DIS,FedEx Corp,FDX,Logistics Partner,4.91,Express Delivery,2023-10-11,3032366.58,"40964 Reyes Gateway Suite 960, Shawnport, FL 08989",kimberly.stevens@fedexcorp.com
General Electric,GE,IBM Corp,IBM,Service Provider,468.84,Cloud,2024-06-17,2474263.86,"00283 Herrera Road Apt. 220, Christopherview, NM 37038",diane.cowan@ibmcorp.com
Broadcom Inc,AVGO,Accenture plc,ACN,Service Provider,4.03,IT Services,2025-05-27,4618177.69,"086 William Spring Apt. 043, Stephanieburgh, OR 79526",monica.lawson@accentureplc.com
Qualcomm Inc,QCOM,ASML Holding,ASML,Direct Supplier,18.99,DUV Systems,2023-12-31,5243365.61,"9746 Jeff Lake, Lake Todd, AZ 88140",timothy.patel@asmlholding.com
Costco Wholesale,COST,Workday Inc,WDAY,Service Provider,4.43,HR Software,2022-06-02,9454621.71,"018 Suzanne Harbor Apt. 397, Port Amandamouth, MO 77688",brian.hudson@workdayinc.com
General Motors,GM,ZF Friedrichshafen,ZF.DE,Direct Supplier,14.98,Steering Systems,2024-02-23,4512944.47,"32032 Thomas Estates Suite 617, South Michaelside, NM 60500",angela.livingston@zffriedrichs.com
Apple Inc,AAPL,ServiceNow Inc,NOW,Service Provider,15.8,IT Service Management,2024-08-20,9760682.2,,alex.smith@servicenowin.com
NVIDIA Corp,NVDA,Accenture plc,ACN,Service Provider,1.18,Consulting,2022-04-07,8617973.95,"232 Nicole Burg Apt. 563, Erikville, MS 05576",jason.wright@accentureplc.com
FactSet Research,FDS,Deloitte,DLT,Service Provider,6.19,Consulting,2025-03-06,8021797.43,"68649 Scott Point, Moodyhaven, TX 55721",luis.conrad@deloitte.com
Walt Disney Co,DIS,IBM Corp,IBM,Service Provider,9.03,Cloud,2023-08-09,8560885.76,,
Johnson & Johnson,JNJ,ServiceNow Inc,NOW,Service Provider,9.88,IT Service Management,2024-04-17,3706743.82,"447 Marsh Heights, New Benjamin, CO 84591",monica.martinez@servicenowin.com
Johnson & Johnson,JNJ,West Pharmaceutical,WST,Direct Supplier,1.62,Drug Packaging,2024-03-08,1118989.93,,
Home Depot,HD,DHL Express,DHL.DE,Logistics Partner,9.47,International Shipping,2024-03-12,4657478.93,"495 Carlos Forge, Turnerfort, CT 93893",leslie.price@dhlexpress.com
Broadcom Inc,AVGO,Workday Inc,WDAY,Service Provider,4.96,Finance,2025-03-11,9215865.66,"2866 Bailey Manors, South Cynthia, UT 85076",dennis.wilson@workdayinc.com
NVIDIA Corp,NVDA,Deloitte,DLT,Service Provider,5.64,Consulting,2025-09-16,9511140.48,"8963 Robin Causeway Apt. 582, Port Danielborough, MP 05434",kimberly.graham@deloitte.com
Netflix Inc,NFLX,Workday Inc,WDAY,Service Provider,13.89,HR Software,2023-12-25,5427391.48,"4295 William Ferry, Michaelmouth, TX 55394",dustin.gregory@workdayinc.com
Adobe Inc,ADBE,UPS Inc,UPS,Logistics Partner,9.12,Shipping,2022-03-18,5154149.54,,hannah.black@upsinc.com
General Motors,GM,Denso Corp,6902.T,Tier 2 Supplier,18.77,Engine Components,2022-09-04,8081688.1,"Unit 0107 Box 9322, DPO AA 47122",patricia.daniel@densocorp.com
Goldman Sachs,GS,DHL Express,DHL.DE,Logistics Partner,14.76,International Shipping,2024-12-17,5192331.06,,jose.todd@dhlexpress.com
Intel Corp,INTC,IBM Corp,IBM,Service Provider,11.7,IT Infrastructure,2024-06-27,4360650.86,,frederick.green@ibmcorp.com
General Motors,GM,Deloitte,DLT,Service Provider,9.61,Audit,2023-04-29,8063606.24,"9605 Theresa Dam, Jonesside, ME 02656",whitney.anderson@deloitte.com
Microsoft Corp,MSFT,Snowflake Inc,SNOW,Service Provider,16.68,Data Warehousing,2022-09-10,579273.16,"0286 Lozano Ville Apt. 839, Stephenchester, ME 53258",ashley.richards@snowflakeinc.com
General Motors,GM,IBM Corp,IBM,Service Provider,6.05,IT Infrastructure,2024-04-03,4417679.97,"Unit 4168 Box 0061, DPO AE 23010",jason.miller@ibmcorp.com
Cisco Systems,CSCO,ServiceNow Inc,NOW,Service Provider,12.28,IT Service Management,2022-02-19,7708328.86,"91203 Ann Locks Apt. 082, Port David, PW 07153",james.phillips@servicenowin.com
Amazon.com Inc,AMZN,UPS Inc,UPS,Logistics Partner,8.2,Supply Chain,2024-02-04,9698797.62,"7155 Nelson Brook Suite 392, Williamschester, NM 35539",samuel.allen@upsinc.com
Procter & Gamble,PG,Accenture plc,ACN,Service Provider,6.6,Consulting,2022-11-23,6216561.66,,joshua.perez@accentureplc.com
JPMorgan Chase,JPM,SAP SE,SAP,Service Provider,19.05,Business Software,2023-11-02,5840457.67,"03243 Carrie Forge, Joshuachester, CA 72570",william.watts@sapse.com
Merck & Co,MRK,West Pharmaceutical,WST,Direct Supplier,,Drug Packaging,2025-05-08,8829277.79,"79956 Julie Islands, Port Daniel, IN 13354",eric.johnson@westpharmace.com
Meta Platforms Inc,META,FedEx Corp,FDX,Logistics Partner,18.12,Freight,2024-03-26,7653364.88,"71720 Marcus Garden Apt. 003, West Stephanie, OK 54989",samantha.pierce@fedexcorp.com
Goldman Sachs,GS,Fiserv Inc,FI,Service Provider,14.63,Payment Processing,2025-06-12,794968.19,,david.smith@fiservinc.com
Adobe Inc,ADBE,UPS Inc,UPS,Logistics Partner,7.34,Supply Chain,2024-03-16,7456687.66,"988 Kelsey Street Apt. 538, Port Toni, MA 95593",terry.parker@upsinc.com
Walt Disney Co,DIS,,,Service Provider,2.67,ERP,2023-06-10,8521928.56,"21405 Javier Corners Suite 604, Parkerbury, IL 72821",leslie.massey@sapse.com
Ford Motor Co,F,Continental AG,CON.DE,Direct Supplier,28.3,Brake Systems,2025-03-08,6760291.34,"94563 Reid Turnpike Apt. 834, Brandonshire, MO 30108",craig.leonard@continentala.com
Meta Platforms Inc,META,ServiceNow Inc,NOW,Service Provider,2.53,IT Service Management,2024-07-30,7616508.15,"26015 Matthew Wall, West Tammy, SD 90466",kristen.mccullough@servicenowin.com
Nike Inc,NKE,Accenture plc,ACN,Service Provider,,IT Services,2022-09-27,8799500.17,,michael.fernandez@accentureplc.com
Amazon.com Inc,AMZN,Iron Mountain,IRM,Service Provider,6.25,Data Storage,2025-06-03,5536906.31,"930 Wendy Road Apt. 756, Port Jennifermouth, FL 55987",stacy.mcknight@ironmountain.com
Salesforce Inc,CRM,FedEx Corp,FDX,Logistics Partner,6.28,Freight,2022-12-07,6010714.72,"441 Mitchell Ports Apt. 311, West Patrickside, MD 41418",lee.wyatt@fedexcorp.com
General Motors,GM,ServiceNow Inc,NOW,Service Provider,13.72,IT Service Management,2023-06-16,1881578.98,"25842 Jared Underpass, New Bradleyfurt, IA 04704",phillip.delgado@servicenowin.com
Lockheed Martin,LMT,,,Service Provider,12.34,Business Software,2024-12-29,762985.12,"5669 Mcpherson Gateway, Port Mary, VT 75889",walter.marquez@sapse.com
Merck & Co,MRK,IQVIA Holdings,IQV,Service Provider,14.68,Data Analytics,2025-07-18,3617972.35,"008 Tyler Pines, Samanthaberg, DE 10908",robert.barrett@iqviaholding.com
Coca-Cola Co,KO,DHL Express,DHL.DE,Logistics Partner,2.28,International Shipping,2024-02-08,6106132.05,"5199 Flores Avenue, Webbview, NM 18364",david.evans@dhlexpress.com
Merck & Co,MRK,DHL Express,DHL.DE,Logistics Partner,13.42,International Shipping,2024-04-04,490897.52,,
Procter & Gamble,PG,IBM Corp,IBM,Service Provider,4.59,IT Infrastructure,2024-10-01,9436382.84,"6275 Kimberly Knolls Apt. 697, Joshuaton, IN 95044",donna.horton@ibmcorp.com
Amazon.com Inc,AMZN,FedEx Corp,FDX,Logistics Partner,9.68,Express Delivery,2024-06-07,2452369.66,,
Procter & Gamble,PG,Deloitte,DLT,Service Provider,14.04,Consulting,2022-07-27,6575892.61,"5093 Shelly Passage Apt. 999, Johnsonview, KY 01013",kenneth.mullins@deloitte.com
Walt Disney Co,DIS,Workday Inc,WDAY,Service Provider,10.55,HR Software,2025-11-03,4616616.55,"062 Liu Station, Whitebury, WA 42388",patrick.mcfarland@workdayinc.com
Texas Instruments,TXN,SK Hynix,000660.KS,Direct Supplier,10.39,DRAM,2024-01-11,9131555.34,"206 Edward Square, North Tinaburgh, MT 76119",jill.nichols@skhynix.com
AMD Inc,AMD,SK Hynix,000660.KS,Direct Supplier,13.2,DRAM,2024-05-01,8608519.98,"USS Bell, FPO AE 62692",virginia.sanchez@skhynix.com
Amazon.com Inc,AMZN,SAP SE,SAP,Service Provider,11.16,ERP,2022-01-03,6504022.73,"537 Antonio Light, Jonside, MA 38153",marcus.taylor@sapse.com
Walt Disney Co,DIS,SAP SE,SAP,Service Provider,482.35,ERP,2023-04-28,5575633.47,"41321 Jon Crest, Duffyfurt, AL 91965",danielle.lynn@sapse.com
Oracle Corp,ORCL,Equinix Inc,EQIX,Service Provider,15.58,Data Center Colocation,2023-06-05,8980061.58,"14562 Perez Forge, East Juanland, IN 02553",colleen.randall@equinixinc.com
Costco Wholesale,COST,Accenture plc,ACN,Service Provider,,IT Services,2023-02-14,6994183.31,,
AMD Inc,AMD,SAP SE,SAP,Service Provider,497.26,ERP,2023-10-09,1239569.68,"38750 Hopkins Brook, New Andreatown, AK 69892",robert.kirby@sapse.com
Johnson & Johnson,JNJ,Avantor Inc,AVTR,Direct Supplier,11.88,Biopharma Materials,2024-07-07,5724212.45,,bianca.armstrong@avantorinc.com
Lockheed Martin,LMT,Workday Inc,WDAY,Service Provider,17.88,Finance,2023-12-23,1043767.25,,
Walt Disney Co,DIS,DHL Express,DHL.DE,Logistics Partner,,International Shipping,2025-03-31,3633877.04,"Unit 8186 Box 5507, DPO AP 34953",mitchell.walker@dhlexpress.com
Texas Instruments,TXN,Sumco Corp,3436.T,Direct Supplier,18.26,Silicon Wafers,2023-07-18,2834552.82,"112 Green Falls Apt. 175, South Craig, WY 03378",danielle.riley@sumcocorp.com
Walt Disney Co,DIS,IBM Corp,IBM,Service Provider,13.42,Cloud,2024-01-19,5897404.31,"394 Becker Station, Jamieview, MT 90977",nathan.monroe@ibmcorp.com
FactSet Research,FDS,Iron Mountain,IRM,Service Provider,9.48,Records Management,2023-04-21,1048647.81,"29069 Torres Flat, Rogerview, DC 59362",micheal.smith@ironmountain.com
General Electric,GE,ServiceNow Inc,NOW,Service Provider,7.64,IT Service Management,2025-06-27,9359866.68,,
Salesforce Inc,CRM,,,Service Provider,2.86,Endpoint Security,2023-04-01,3817391.9,"07485 Moss Glens, New Steven, DE 19473",courtney.williams@crowdstrike.com
Texas Instruments,TXN,FedEx Corp,FDX,Logistics Partner,4.19,Freight,2025-11-05,3459579.18,"USCGC White, FPO AA 03625",pamela.keller@fedexcorp.com
Lockheed Martin,LMT,Iron Mountain,IRM,Service Provider,12.68,Records Management,2024-07-07,712273.12,,lauren.yang@ironmountain.com
Meta Platforms Inc,META,IBM Corp,IBM,Service Provider,5.25,IT Infrastructure,2023-12-17,3312511.49,"PSC 5440, Box 9676, APO AE 41301",janet.baker@ibmcorp.com
Walt Disney Co,DIS,ServiceNow Inc,NOW,Service Provider,4.59,IT Service Management,2022-10-31,2101134.5,"098 William Fords Apt. 934, Morriston, HI 64053",troy.johnson@servicenowin.com
Texas Instruments,TXN,,,Service Provider,5.51,IT Service Management,2024-08-23,9587341.83,"808 Barbara Glens, Lake Jeremy, VT 44396",makayla.sanders@servicenowin.com
Lockheed Martin,LMT,Raytheon Technologies,RTX,Direct Supplier,10.89,Missiles,2024-12-09,1070991.5,"Unit 7344 Box 5801, DPO AP 65055",matthew.jones@raytheontech.com
Tesla Inc,TSLA,LG Energy Solution,373220.KS,Direct Supplier,4.05,EV Batteries,2024-09-09,9417866.87,"165 Gutierrez Key Apt. 822, Rodriguezshire, SD 43465",tyler.adams@lgenergysolu.com
FactSet Research,FDS,ServiceNow Inc,NOW,Service Provider,9.58,IT Service Management,2025-09-20,9174294.62,,
Adobe Inc,ADBE,FedEx Corp,FDX,Logistics Partner,3.94,Express Delivery,2022-08-04,2942072.97,"Unit 5561 Box 9221, DPO AP 72190",stacy.sanchez@fedexcorp.com
Microsoft Corp,MSFT,Iron Mountain,IRM,Service Provider,14.68,Records Management,2024-03-18,6134473.5,"595 Johnathan Fields, Raymondberg, IA 77520",corey.rivas@ironmountain.com
Oracle Corp,ORCL,UPS Inc,UPS,Logistics Partner,13.79,Supply Chain,2023-02-22,2184177.08,"20805 Amy Hills, Mckayshire, FM 91726",matthew.parsons@upsinc.com
Starbucks Corp,SBUX,Iron Mountain,IRM,Service Provider,12.62,Records Management,2023-12-16,9229902.28,"356 Jenna Dale, West Raven, CO 87424",chad.fowler@ironmountain.com
Cisco Systems,CSCO,ServiceNow Inc,NOW,Service Provider,19.76,IT Service Management,2024-07-26,1475080.32,"976 Jordan Forges Suite 847, Rebeccaside, NY 32563",andrew.hill@servicenowin.com
Procter & Gamble,PG,Accenture plc,ACN,Service Provider,13.42,IT Services,2025-10-04,4046948.74,"7617 Scott Mountains Apt. 554, West Taylorville, HI 51571",crystal.walker@accentureplc.com
Walt Disney Co,DIS,SAP SE,SAP,Service Provider,19.01,ERP,2025-02-17,6488711.56,"14764 Tracy Viaduct Suite 157, New Matthew, WA 15071",jesse.pierce@sapse.com
Tesla Inc,TSLA,Nvidia Corp,NVDA,Direct Supplier,3.38,AI Compute,2024-06-16,7284715.35,"785 Walton Pine Suite 287, Port Benjamin, CA 79117",erica.foster@nvidiacorp.com
Caterpillar Inc,CAT,Emerson Electric,EMR,Direct Supplier,12.41,Automation,2024-04-29,5525164.48,,austin.morrow@emersonelect.com
Home Depot,HD,UPS Inc,UPS,Logistics Partner,7.21,Shipping,2022-12-17,1226762.34,,mallory.bennett@upsinc.com
Ford Motor Co,F,Umbrella Corp,UMBR,Service Provider,18.65,Consulting,2022-10-31,7249168.27,"PSC 6242, Box 9338, APO AE 14840",michelle.mcgee@deloitte.com
Alphabet Inc,GOOGL,,,Service Provider,7.95,IT Service Management,2023-05-06,9605851.29,"702 Grimes Pike, Jeffreyshire, FM 73474",kimberly.nichols@servicenowin.com
Walt Disney Co,DIS,Deloitte,DLT,Service Provider,7.24,Audit,2025-02-28,6598186.94,"971 Riley Corner, North Nicholasland, WY 17217",lorraine.stone@deloitte.com
Coca-Cola Co,KO,Iron Mountain,IRM,Service Provider,9.56,Data Storage,2025-02-05,1116173.67,"6160 Amy Prairie Suite 260, Robertsonburgh, MP 21169",mercedes.bell@ironmountain.com
Microsoft Corp,MSFT,Equinix Inc,EQIX,Service Provider,TBD,Data Center Colocation,2022-09-28,2233488.36,,
Boeing Co,BA,Safran SA,SAF.PA,Direct Supplier,7.33,Engine Components,2022-03-03,4822729.17,,
Nike Inc,NKE,Iron Mountain,IRM,Service Provider,1.22,Records Management,2022-11-01,2447639.88,"3553 Haley Isle Apt. 209, Smithtown, TX 23246",nicole.dougherty@ironmountain.com
Meta Platforms Inc,META,SAP SE,SAP,Service Provider,4.43,Business Software,2022-12-11,7511869.68,"0193 Campbell Underpass Apt. 369, Heatherborough, RI 25881",carlos.moore@sapse.com
NVIDIA Corp,NVDA,Iron Mountain,IRM,Service Provider,4.47,Records Management,2025-02-07,8614758.04,"19655 Obrien Pass Apt. 693, Bradleychester, AL 68647",darrell.waller@ironmountain.com
Caterpillar Inc,CAT,Accenture plc,ACN,Service Provider,12.06,IT Services,2025-07-10,6791531.11,"97327 Johnson Valleys, Heatherchester, IL 47666",jillian.neal@accentureplc.com
Costco Wholesale,COST,ServiceNow Inc,NOW,Service Provider,9.09,IT Service Management,2024-05-29,5981794.86,"0393 Tiffany Mill Suite 744, North Michelleside, KS 27105",kathy.avery@servicenowin.com
